Time,Driver,LapTime,LapNumber,Stint,Compound,TyreLife,TrackStatus,IsPersonalBest
0 days 01:33:43.503000,SAI,0 days 00:01:39.513000,16.0,1.0,MEDIUM,16.0,1,False
0 days 01:35:23.051000,SAI,0 days 00:01:39.548000,17.0,1.0,MEDIUM,17.0,1,False
0 days 01:37:04.855000,SAI,0 days 00:01:41.804000,18.0,1.0,MEDIUM,18.0,1,False
0 days 01:39:02.221000,SAI,0 days 00:01:57.366000,19.0,2.0,MEDIUM,1.0,1,False
0 days 01:40:41.409000,SAI,0 days 00:01:39.188000,20.0,2.0,MEDIUM,2.0,1,False
0 days 01:42:19.396000,SAI,0 days 00:01:37.987000,21.0,2.0,MEDIUM,3.0,1,True
0 days 01:43:57.275000,SAI,0 days 00:01:37.879000,22.0,2.0,MEDIUM,4.0,1,True
0 days 01:45:35.134000,SAI,0 days 00:01:37.859000,23.0,2.0,MEDIUM,5.0,1,True
0 days 01:47:13.023000,SAI,0 days 00:01:37.889000,24.0,2.0,MEDIUM,6.0,1,False
0 days 01:48:50.776000,SAI,0 days 00:01:37.753000,25.0,2.0,MEDIUM,7.0,1,True
0 days 01:50:28.953000,SAI,0 days 00:01:38.177000,26.0,2.0,MEDIUM,8.0,1,False
0 days 01:52:07.772000,SAI,0 days 00:01:38.819000,27.0,2.0,MEDIUM,9.0,1,False
0 days 01:53:46.453000,SAI,0 days 00:01:38.681000,28.0,2.0,MEDIUM,10.0,1,False
0 days 01:55:24.990000,SAI,0 days 00:01:38.537000,29.0,2.0,MEDIUM,11.0,1,False
0 days 01:57:03.705000,SAI,0 days 00:01:38.715000,30.0,2.0,MEDIUM,12.0,1,False
0 days 01:58:42.421000,SAI,0 days 00:01:38.716000,31.0,2.0,MEDIUM,13.0,1,False
0 days 02:00:21.147000,SAI,0 days 00:01:38.726000,32.0,2.0,MEDIUM,14.0,1,False
0 days 02:01:59.781000,SAI,0 days 00:01:38.634000,33.0,2.0,MEDIUM,15.0,1,False
0 days 02:03:38.369000,SAI,0 days 00:01:38.588000,34.0,2.0,MEDIUM,16.0,1,False
0 days 02:05:17.071000,SAI,0 days 00:01:38.702000,35.0,2.0,MEDIUM,17.0,1,False
0 days 02:06:55.523000,SAI,0 days 00:01:38.452000,36.0,2.0,MEDIUM,18.0,1,False
0 days 02:08:34.621000,SAI,0 days 00:01:39.098000,37.0,2.0,MEDIUM,19.0,1,False
0 days 02:10:16.041000,SAI,0 days 00:01:41.420000,38.0,2.0,MEDIUM,20.0,1,False
0 days 02:12:12.205000,SAI,0 days 00:01:56.164000,39.0,3.0,HARD,1.0,1,False
0 days 02:13:48.392000,SAI,0 days 00:01:36.187000,40.0,3.0,HARD,2.0,1,True
0 days 02:15:24.756000,SAI,0 days 00:01:36.364000,41.0,3.0,HARD,3.0,1,False
0 days 02:17:01.134000,SAI,0 days 00:01:36.378000,42.0,3.0,HARD,4.0,1,False
0 days 02:18:37.811000,SAI,0 days 00:01:36.677000,43.0,3.0,HARD,5.0,1,False
0 days 02:20:14.535000,SAI,0 days 00:01:36.724000,44.0,3.0,HARD,6.0,1,False
0 days 02:21:51.333000,SAI,0 days 00:01:36.798000,45.0,3.0,HARD,7.0,1,False
0 days 02:23:28.116000,SAI,0 days 00:01:36.783000,46.0,3.0,HARD,8.0,1,False
0 days 02:25:05.632000,SAI,0 days 00:01:37.516000,47.0,3.0,HARD,9.0,1,False
