Time,Driver,LapTime,LapNumber,Stint,Compound,TyreLife,TrackStatus,IsPersonalBest,LapTime_Seconds,RollingAvgLapTime,BaselineLapTime,LapTimeDelta,DegradationRate,AirTemp,TrackTemp,Humidity,WindSpeed
0 days 02:23:55.626000,BOT,0 days 00:01:32.793000,52.0,2.0,HARD,37.0,1,False,92.793,92.95466666666665,92.981,-0.18799999999998818,-0.20399999999999352,26.9,33.1,59.0,3.5
0 days 02:23:57.451000,ALB,0 days 00:01:32.144000,52.0,2.0,HARD,30.0,1,False,92.144,92.24300000000001,92.07,0.07400000000001228,0.016000000000005343,26.9,33.1,59.0,3.5
0 days 02:23:58.114000,HUL,0 days 00:01:32.144000,52.0,2.0,MEDIUM,19.0,1,False,92.144,92.28433333333334,92.195,-0.05099999999998772,-0.054000000000002046,26.9,33.1,59.0,3.5
0 days 02:24:03.411000,ZHO,0 days 00:01:32.193000,52.0,2.0,MEDIUM,21.0,1,False,92.193,92.002,91.905,0.2879999999999967,0.33799999999999386,26.9,33.1,59.0,3.5
0 days 02:24:08.422000,NOR,0 days 00:01:33.234000,52.0,2.0,HARD,48.0,1,False,93.23400000000001,93.09933333333333,93.237,-0.002999999999985903,-0.2709999999999866,26.9,33.1,59.0,3.5
0 days 02:24:14.311000,DEV,0 days 00:01:32.131000,52.0,2.0,HARD,37.0,1,False,92.131,92.14366666666666,93.018,-0.8870000000000005,0.07900000000000773,26.9,33.1,59.0,3.5
0 days 02:24:23.963000,VER,0 days 00:01:30.546000,53.0,2.0,MEDIUM,8.0,1,False,90.54599999999999,90.539,90.837,-0.291000000000011,0.17399999999999238,26.9,33.1,59.0,3.5
0 days 02:24:26.802000,PER,0 days 00:01:30.688000,53.0,2.0,HARD,33.0,1,True,90.688,90.87466666666666,91.444,-0.7560000000000002,-0.000999999999990564,26.9,33.1,59.0,3.5
0 days 02:24:35.887000,PIA,0 days 00:01:32.558000,52.0,2.0,HARD,47.0,1,True,92.55799999999999,92.709,93.89500000000001,-1.3370000000000175,-0.030000000000001137,26.9,33.1,59.0,3.5
0 days 02:24:43.808000,SAR,0 days 00:01:32.622000,52.0,2.0,HARD,50.0,1,False,92.622,92.54733333333333,93.789,-1.1670000000000016,-0.013999999999995794,26.9,33.1,59.0,3.5
0 days 02:24:45.804000,ALO,0 days 00:01:31.735000,53.0,2.0,HARD,30.0,1,False,91.735,91.59500000000001,92.394,-0.659000000000006,-0.5170000000000101,26.9,33.1,59.0,3.5
0 days 02:24:53.004000,RUS,0 days 00:01:31.590000,53.0,2.0,HARD,36.0,1,False,91.59,91.432,94.12,-2.530000000000001,0.15000000000000568,26.9,33.1,59.0,3.5
0 days 02:24:56.252000,SAI,0 days 00:01:31.977000,53.0,2.0,HARD,35.0,1,False,91.977,91.69800000000002,92.354,-0.37699999999999534,0.42600000000000193,26.9,32.9,58.0,3.5
0 days 02:25:10.569000,LEC,0 days 00:01:32.265000,53.0,2.0,HARD,36.0,1,False,92.265,91.85799999999999,92.792,-0.527000000000001,0.7330000000000041,26.9,32.9,58.0,3.5
0 days 02:25:11.087000,HAM,0 days 00:01:31.380000,53.0,2.0,MEDIUM,16.0,1,False,91.38,91.30466666666666,91.729,-0.34900000000000375,0.02400000000000091,26.9,32.9,58.0,3.5
0 days 02:25:12.094000,GAS,0 days 00:01:34.067000,53.0,2.0,HARD,38.0,1,False,94.06700000000001,92.74166666666666,92.815,1.2520000000000095,1.9620000000000175,26.9,32.9,58.0,3.5
0 days 02:25:17.552000,OCO,0 days 00:01:31.842000,53.0,2.0,MEDIUM,14.0,1,False,91.842,91.73966666666666,91.45400000000001,0.387999999999991,0.2600000000000051,26.9,32.9,58.0,3.5
0 days 02:25:20.362000,MAG,0 days 00:01:31.691000,53.0,2.0,HARD,39.0,1,True,91.691,91.964,92.833,-1.141999999999996,-0.27299999999999613,26.9,32.9,58.0,3.5
0 days 02:25:24.101000,TSU,0 days 00:01:31.514000,53.0,2.0,MEDIUM,17.0,1,False,91.514,91.48833333333334,92.294,-0.7800000000000011,0.01099999999999568,26.9,32.9,58.0,3.5
0 days 02:25:25.600000,STR,0 days 00:01:31.521000,53.0,2.0,MEDIUM,12.0,1,False,91.521,91.688,91.426,0.09499999999999886,0.007999999999995566,26.9,32.9,58.0,3.5
0 days 02:25:28.481000,BOT,0 days 00:01:32.855000,53.0,2.0,HARD,38.0,1,False,92.85499999999999,92.88166666666666,92.981,-0.12600000000000477,0.0619999999999834,26.9,32.9,58.0,3.5
