Time,Driver,LapTime,LapNumber,Stint,Compound,TyreLife,TrackStatus,IsPersonalBest,LapTime_Seconds,RollingAvgLapTime,BaselineLapTime,LapTimeDelta,DegradationRate,AirTemp,TrackTemp,Humidity,WindSpeed
0 days 01:57:24.399000,SAI,0 days 00:01:30.228000,36.0,2.0,HARD,13.0,1,False,90.22800000000001,89.79866666666668,89.977,0.2510000000000048,0.7340000000000089,26.7,31.4,51.0,1.6
0 days 01:57:31.827000,HAM,0 days 00:01:48.781000,36.0,3.0,HARD,1.0,1,False,108.781,96.63133333333333,88.867,19.914,,26.7,31.4,51.0,1.6
0 days 01:57:35.512000,ALB,0 days 00:01:30.341000,36.0,2.0,HARD,20.0,1,False,90.34100000000001,90.118,90.53999999999999,-0.19899999999998386,0.3540000000000134,26.7,31.4,51.0,1.6
0 days 01:57:39.990000,ZHO,0 days 00:01:30.670000,36.0,2.0,HARD,23.0,1,False,90.67,90.73500000000001,90.973,-0.30299999999999727,0.07600000000000762,26.7,31.4,51.0,1.7
0 days 01:57:41.154000,SAR,0 days 00:01:30.740000,36.0,2.0,HARD,21.0,1,False,90.74,90.68466666666667,90.406,0.333999999999989,0.19499999999999318,26.7,31.4,51.0,1.7
0 days 01:57:41.534000,RIC,0 days 00:01:30.531000,36.0,3.0,HARD,5.0,1,False,90.531,89.97633333333333,90.531,0.0,0.717000000000013,26.7,31.4,51.0,1.7
0 days 01:57:45.458000,GAS,0 days 00:01:29.351000,36.0,3.0,HARD,4.0,1,False,89.351,89.17266666666667,90.01,-0.659000000000006,0.33500000000000796,26.7,31.4,51.0,1.7
0 days 01:57:55.745000,HUL,0 days 00:01:29.691000,36.0,3.0,HARD,3.0,1,True,89.691,96.79566666666666,89.462,0.2289999999999992,-0.8070000000000022,26.7,31.4,51.0,1.7
0 days 01:57:58.417000,BOT,0 days 00:01:30.207000,36.0,2.0,MEDIUM,7.0,1,True,90.207,90.36033333333334,90.473,-0.26600000000000534,-0.19400000000000261,26.7,31.4,51.0,1.7
0 days 01:58:00.593000,MAG,0 days 00:01:30.674000,36.0,3.0,HARD,14.0,1,False,90.674,90.51299999999999,90.691,-0.016999999999995907,0.2610000000000099,26.7,31.4,51.0,1.7
0 days 01:58:13.016000,VER,0 days 00:01:28.910000,37.0,2.0,HARD,21.0,1,False,88.91,88.98666666666668,89.127,-0.21699999999999875,0.007999999999995566,26.7,31.4,51.0,1.7
0 days 01:58:29.216000,PER,0 days 00:01:28.992000,37.0,2.0,HARD,20.0,1,False,88.992,89.05433333333333,89.719,-0.7269999999999897,0.06400000000000716,26.7,31.4,51.0,1.7
0 days 01:58:43.235000,TSU,0 days 00:01:29.834000,37.0,2.0,HARD,15.0,1,False,89.834,89.74899999999998,89.94200000000001,-0.10800000000000409,0.19400000000000261,26.7,31.4,52.0,1.5
0 days 01:58:44,LEC,0 days 00:01:29.035000,37.0,3.0,HARD,2.0,1,True,89.035,96.43266666666666,88.54599999999999,0.4890000000000043,-19.784999999999997,26.7,31.4,52.0,1.5
0 days 01:58:45.152000,RUS,0 days 00:01:28.943000,37.0,3.0,HARD,3.0,1,False,88.943,95.653,89.194,-0.2510000000000048,0.2560000000000002,26.7,31.4,52.0,1.5
0 days 01:58:47.478000,NOR,0 days 00:01:29.220000,37.0,3.0,HARD,4.0,1,False,89.22,89.279,89.596,-0.3760000000000048,-0.6610000000000014,26.7,31.4,52.0,1.5
