Driver,LapNumber,LapTime_Seconds,Compound,TyreLife,Stint,TrackTemp,AirTemp,Race
RIC,29.0,97.341,HARD,24.0,2.0,38.55,20.7,2024_Australia
ALB,42.0,91.879,SOFT,14.0,2.0,29.8,21.5,2023_Britain
SAI,25.0,77.464,HARD,25.0,1.0,39.5,25.3,2023_Monaco
OCO,49.0,96.691,MEDIUM,16.0,4.0,39.0,22.1,2024_Japan
PER,21.0,107.126,HARD,8.0,2.0,29.9,18.7,2024_China
ALO,27.0,93.58,HARD,21.0,2.0,31.5,25.5,2024_Saudi_Arabia
TSU,15.0,84.796,MEDIUM,15.0,1.0,45.1,28.9,2024_Hungary
OCO,6.0,100.496,HARD,5.0,2.0,39.0,22.1,2024_Japan
HUL,58.0,90.04,HARD,45.0,2.0,31.3,26.8,2024_Abu_Dhabi
HAM,32.0,81.357,MEDIUM,16.0,2.0,41.150000000000006,24.1,2024_Spain
ALB,51.0,101.437,HARD,28.0,3.0,29.9,18.7,2024_China
PIA,13.0,122.071,SOFT,13.0,1.0,30.6,27.1,2023_Bahrain
HUL,42.0,70.745,HARD,3.0,3.0,46.5,29.5,2024_Austria
MAG,34.0,97.528,SOFT,5.0,3.0,30.6,27.1,2023_Bahrain
SAR,68.0,80.004,MEDIUM,11.0,3.0,47.25,21.6,2024_Monaco
MAG,26.0,98.093,HARD,15.0,2.0,23.5,18.2,2024_Bahrain
TSU,51.0,79.678,SOFT,7.0,4.0,41.150000000000006,24.1,2024_Spain
STR,15.0,101.47,MEDIUM,6.0,2.0,29.9,18.7,2024_China
PIA,38.0,95.298,HARD,4.0,3.0,23.5,18.2,2024_Bahrain
VER,52.0,102.723,MEDIUM,4.0,3.0,48.650000000000006,29.0,2023_Hungary
VER,51.0,97.427,HARD,15.0,3.0,30.6,27.1,2023_Bahrain
HAM,36.0,95.279,HARD,3.0,3.0,23.5,18.2,2024_Bahrain
MAG,8.0,112.645,MEDIUM,3.0,2.0,28.2,17.9,2023_Belgium
ALO,43.0,87.63,HARD,27.0,2.0,48.650000000000006,29.0,2023_Hungary
ZHO,20.0,98.896,HARD,8.0,2.0,30.6,27.1,2023_Bahrain
STR,47.0,84.233,HARD,17.0,3.0,48.650000000000006,29.0,2023_Hungary
OCO,24.0,77.498,MEDIUM,24.0,1.0,39.5,25.3,2023_Monaco
LEC,2.0,82.029,HARD,2.0,1.0,31.75,22.2,2023_Spain
STR,6.0,79.785,HARD,7.0,1.0,39.5,25.3,2023_Monaco
LEC,38.0,80.458,SOFT,22.0,2.0,31.75,22.2,2023_Spain
HUL,39.0,84.212,HARD,10.0,3.0,45.1,28.9,2024_Hungary
NOR,27.0,104.806,MEDIUM,27.0,1.0,25.4,15.9,2024_Britain
RUS,39.0,91.848,MEDIUM,11.0,2.0,29.8,21.5,2023_Britain
STR,46.0,96.379,HARD,19.0,3.0,23.5,18.2,2024_Bahrain
PER,31.0,96.339,HARD,19.0,2.0,23.5,18.2,2024_Bahrain
HUL,38.0,82.025,HARD,3.0,3.0,38.55,20.7,2024_Australia
HAM,41.0,70.997,HARD,20.0,2.0,46.5,29.5,2024_Austria
MAG,58.0,85.172,HARD,22.0,3.0,48.650000000000006,29.0,2023_Hungary
RUS,52.0,78.602,MEDIUM,51.0,2.0,47.25,21.6,2024_Monaco
TSU,30.0,79.755,HARD,3.0,3.0,41.150000000000006,24.1,2024_Spain
BOT,5.0,90.474,MEDIUM,5.0,1.0,31.3,26.8,2024_Abu_Dhabi
ALB,36.0,89.539,HARD,24.0,2.0,31.3,26.8,2024_Abu_Dhabi
HAM,18.0,71.517,MEDIUM,18.0,1.0,46.5,29.5,2024_Austria
PER,3.0,94.055,MEDIUM,3.0,1.0,31.5,25.5,2024_Saudi_Arabia
HAM,17.0,98.704,HARD,5.0,2.0,30.6,27.1,2023_Bahrain
PIA,62.0,70.546,MEDIUM,21.0,5.0,32.0,22.5,2023_Austria
SAR,27.0,85.503,HARD,19.0,2.0,45.1,28.9,2024_Hungary
HAM,48.0,84.49,HARD,32.0,2.0,48.650000000000006,29.0,2023_Hungary
ZHO,14.0,82.523,HARD,5.0,2.0,31.75,22.2,2023_Spain
LEC,69.0,70.739,MEDIUM,24.0,5.0,46.5,29.5,2024_Austria
TSU,23.0,93.098,HARD,9.0,2.0,29.8,21.5,2023_Britain
RUS,47.0,91.644,MEDIUM,19.0,2.0,29.8,21.5,2023_Britain
PER,51.0,97.049,HARD,17.0,3.0,30.6,27.1,2023_Bahrain
ALB,15.0,89.994,HARD,3.0,2.0,31.3,26.8,2024_Abu_Dhabi
ZHO,71.0,89.336,INTERMEDIATE,19.0,3.0,39.5,25.3,2023_Monaco
NOR,47.0,100.113,HARD,25.0,2.0,29.9,18.7,2024_China
TSU,41.0,90.812,SOFT,3.0,3.0,25.4,15.9,2024_Britain
RUS,23.0,89.672,HARD,9.0,2.0,32.8,26.9,2023_Abu_Dhabi
RUS,3.0,86.012,HARD,3.0,1.0,45.1,28.9,2024_Hungary
HUL,24.0,78.363,HARD,23.0,2.0,39.5,25.3,2023_Monaco
RUS,22.0,89.786,HARD,8.0,2.0,32.8,26.9,2023_Abu_Dhabi
NOR,69.0,83.416,MEDIUM,28.0,3.0,48.650000000000006,29.0,2023_Hungary
PER,11.0,85.305,HARD,14.0,1.0,48.650000000000006,29.0,2023_Hungary
HAM,10.0,85.123,MEDIUM,13.0,1.0,48.650000000000006,29.0,2023_Hungary
OCO,25.0,82.797,HARD,9.0,3.0,38.55,20.7,2024_Australia
HUL,35.0,97.314,MEDIUM,18.0,2.0,38.55,20.7,2024_Australia
STR,44.0,88.05,MEDIUM,2.0,3.0,32.8,26.9,2023_Abu_Dhabi
TSU,37.0,77.992,MEDIUM,37.0,1.0,39.5,25.3,2023_Monaco
HAM,3.0,80.105,MEDIUM,3.0,1.0,39.5,25.3,2023_Monaco
LEC,9.0,97.844,SOFT,12.0,1.0,23.5,18.2,2024_Bahrain
ALB,73.0,92.141,INTERMEDIATE,21.0,3.0,39.5,25.3,2023_Monaco
TSU,54.0,79.267,MEDIUM,20.0,3.0,31.75,22.2,2023_Spain
PIA,27.0,92.844,MEDIUM,27.0,1.0,29.8,21.5,2023_Britain
SAI,5.0,97.322,MEDIUM,4.0,2.0,39.0,22.1,2024_Japan
MAG,20.0,95.012,HARD,13.0,2.0,31.5,25.5,2024_Saudi_Arabia
MAG,5.0,81.294,SOFT,5.0,1.0,31.75,22.2,2023_Spain
OCO,52.0,82.155,HARD,17.0,4.0,38.55,20.7,2024_Australia
LEC,41.0,100.816,MEDIUM,1.0,3.0,45.1,28.9,2024_Hungary
HUL,8.0,83.838,HARD,8.0,1.0,38.55,20.7,2024_Australia
STR,18.0,89.744,HARD,8.0,2.0,31.3,26.8,2024_Abu_Dhabi
BOT,73.0,87.23,INTERMEDIATE,22.0,2.0,39.5,25.3,2023_Monaco
BOT,18.0,114.982,MEDIUM,12.0,2.0,28.2,17.9,2023_Belgium
HUL,25.0,71.213,HARD,14.0,2.0,46.5,29.5,2024_Austria
SAI,54.0,77.742,HARD,53.0,2.0,47.25,21.6,2024_Monaco
VER,21.0,95.316,HARD,4.0,2.0,23.5,18.2,2024_Bahrain
TSU,46.0,70.947,HARD,2.0,3.0,46.5,29.5,2024_Austria
ALO,7.0,94.422,MEDIUM,7.0,1.0,31.6,26.0,2023_Saudi_Arabia
RUS,70.0,84.063,HARD,17.0,3.0,45.1,28.9,2024_Hungary
RIC,64.0,78.637,HARD,64.0,2.0,47.25,21.6,2024_Monaco
SAR,15.0,96.19,HARD,15.0,1.0,31.6,26.0,2023_Saudi_Arabia
HAM,15.0,78.189,MEDIUM,15.0,1.0,39.5,25.3,2023_Monaco
OCO,42.0,97.129,MEDIUM,9.0,4.0,39.0,22.1,2024_Japan
STR,48.0,97.448,HARD,18.0,3.0,30.6,27.1,2023_Bahrain
HUL,32.0,95.368,HARD,21.0,2.0,31.6,26.0,2023_Saudi_Arabia
BOT,34.0,98.003,HARD,12.0,4.0,39.0,22.1,2024_Japan
MAG,47.0,78.685,HARD,47.0,1.0,39.5,25.3,2023_Monaco
MAG,8.0,84.576,HARD,2.0,2.0,45.1,28.9,2024_Hungary
RUS,20.0,102.067,MEDIUM,9.0,2.0,29.9,18.7,2024_China
RUS,24.0,85.414,HARD,24.0,1.0,45.1,28.9,2024_Hungary
ZHO,31.0,94.8,MEDIUM,31.0,1.0,31.5,25.5,2024_Saudi_Arabia
ZHO,2.0,84.379,SOFT,2.0,1.0,38.55,20.7,2024_Australia
BOT,43.0,91.418,MEDIUM,14.0,2.0,32.8,26.9,2023_Abu_Dhabi
TSU,5.0,85.887,MEDIUM,5.0,1.0,45.1,28.9,2024_Hungary
OCO,11.0,81.875,SOFT,14.0,1.0,41.150000000000006,24.1,2024_Spain
PER,39.0,76.445,MEDIUM,6.0,3.0,39.5,25.3,2023_Monaco
GAS,21.0,70.379,HARD,7.0,3.0,32.0,22.5,2023_Austria
HUL,36.0,94.957,HARD,25.0,2.0,31.6,26.0,2023_Saudi_Arabia
ZHO,57.0,118.614,HARD,22.0,3.0,38.55,20.7,2024_Australia
SAR,19.0,85.199,HARD,9.0,2.0,48.650000000000006,29.0,2023_Hungary
HAM,53.0,101.521,HARD,32.0,3.0,29.9,18.7,2024_China
VER,3.0,85.744,MEDIUM,2.0,2.0,47.25,21.6,2024_Monaco
HAM,46.0,101.341,HARD,25.0,3.0,29.9,18.7,2024_China
GAS,11.0,101.628,HARD,10.0,2.0,39.0,22.1,2024_Japan
BOT,15.0,82.934,HARD,10.0,2.0,31.75,22.2,2023_Spain
HUL,7.0,92.733,MEDIUM,7.0,1.0,25.4,15.9,2024_Britain
ALB,5.0,100.606,SOFT,5.0,1.0,30.6,27.1,2023_Bahrain
PER,29.0,83.195,MEDIUM,11.0,2.0,48.650000000000006,29.0,2023_Hungary
DEV,61.0,101.415,INTERMEDIATE,8.0,2.0,39.5,25.3,2023_Monaco
RUS,39.0,95.204,HARD,8.0,3.0,23.5,18.2,2024_Bahrain
BOT,38.0,85.334,HARD,34.0,2.0,48.650000000000006,29.0,2023_Hungary
ALB,49.0,91.912,SOFT,21.0,2.0,29.8,21.5,2023_Britain
SAI,60.0,103.041,INTERMEDIATE,5.0,3.0,39.5,25.3,2023_Monaco
RUS,17.0,101.376,MEDIUM,6.0,2.0,29.9,18.7,2024_China
PIA,57.0,77.3,HARD,57.0,2.0,47.25,21.6,2024_Monaco
RIC,38.0,81.188,MEDIUM,22.0,2.0,41.150000000000006,24.1,2024_Spain
TSU,62.0,84.313,MEDIUM,18.0,3.0,48.650000000000006,29.0,2023_Hungary
HUL,61.0,84.102,HARD,32.0,3.0,45.1,28.9,2024_Hungary
HUL,5.0,95.588,HARD,5.0,1.0,29.8,21.5,2023_Britain
NOR,37.0,89.22,HARD,4.0,3.0,32.8,26.9,2023_Abu_Dhabi
TSU,61.0,102.234,INTERMEDIATE,8.0,2.0,39.5,25.3,2023_Monaco
TSU,14.0,85.369,MEDIUM,14.0,1.0,45.1,28.9,2024_Hungary
VER,45.0,99.216,HARD,22.0,3.0,29.9,18.7,2024_China
OCO,7.0,99.152,SOFT,7.0,1.0,23.5,18.2,2024_Bahrain
BOT,11.0,93.561,MEDIUM,11.0,1.0,25.4,15.9,2024_Britain
PIA,20.0,90.088,HARD,7.0,2.0,32.8,26.9,2023_Abu_Dhabi
LEC,46.0,95.058,HARD,12.0,3.0,23.5,18.2,2024_Bahrain
SAI,29.0,102.447,INTERMEDIATE,3.0,2.0,25.4,15.9,2024_Britain
RIC,62.0,84.356,HARD,34.0,3.0,45.1,28.9,2024_Hungary
VER,39.0,88.296,HARD,10.0,2.0,31.3,26.8,2024_Abu_Dhabi
HAM,56.0,74.423,HARD,6.0,3.0,47.25,21.6,2024_Monaco
PER,25.0,70.76,HARD,4.0,2.0,46.5,29.5,2024_Austria
RIC,4.0,93.253,MEDIUM,4.0,1.0,25.4,15.9,2024_Britain
VER,50.0,86.268,MEDIUM,1.0,4.0,32.0,22.5,2023_Austria
MAG,6.0,93.544,MEDIUM,6.0,1.0,25.4,15.9,2024_Britain
ALO,51.0,82.745,HARD,8.0,3.0,48.650000000000006,29.0,2023_Hungary
SAR,4.0,104.226,SOFT,4.0,1.0,29.9,18.7,2024_China
HAM,41.0,93.22,MEDIUM,23.0,2.0,31.6,26.0,2023_Saudi_Arabia
ALO,43.0,70.967,MEDIUM,28.0,3.0,32.0,22.5,2023_Austria
RUS,34.0,80.204,MEDIUM,19.0,2.0,41.150000000000006,24.1,2024_Spain
VER,33.0,92.309,HARD,26.0,2.0,31.5,25.5,2024_Saudi_Arabia
VER,5.0,90.552,MEDIUM,5.0,1.0,32.8,26.9,2023_Abu_Dhabi
HUL,66.0,81.126,HARD,28.0,3.0,41.150000000000006,24.1,2024_Spain
RUS,23.0,85.262,HARD,23.0,1.0,48.650000000000006,29.0,2023_Hungary
BOT,3.0,82.113,SOFT,3.0,1.0,41.150000000000006,24.1,2024_Spain
PIA,9.0,84.206,MEDIUM,9.0,1.0,45.1,28.9,2024_Hungary
STR,34.0,89.589,HARD,2.0,3.0,31.3,26.8,2024_Abu_Dhabi
GAS,49.0,70.566,MEDIUM,7.0,3.0,46.5,29.5,2024_Austria
NOR,39.0,95.057,MEDIUM,20.0,3.0,31.6,26.0,2023_Saudi_Arabia
LEC,18.0,112.168,MEDIUM,5.0,2.0,28.2,17.9,2023_Belgium
NOR,33.0,69.4,HARD,10.0,2.0,46.5,29.5,2024_Austria
BOT,7.0,82.3,SOFT,7.0,1.0,41.150000000000006,24.1,2024_Spain
SAR,48.0,102.767,HARD,24.0,3.0,29.9,18.7,2024_China
TSU,35.0,94.781,HARD,28.0,2.0,31.5,25.5,2024_Saudi_Arabia
OCO,39.0,94.039,HARD,23.0,2.0,31.6,26.0,2023_Saudi_Arabia
GAS,3.0,96.044,MEDIUM,3.0,1.0,31.6,26.0,2023_Saudi_Arabia
PER,54.0,95.459,SOFT,18.0,3.0,23.5,18.2,2024_Bahrain
RUS,8.0,89.988,MEDIUM,9.0,1.0,31.3,26.8,2024_Abu_Dhabi
MAG,50.0,81.147,HARD,21.0,3.0,41.150000000000006,24.1,2024_Spain
PIA,22.0,90.173,HARD,18.0,2.0,31.3,26.8,2024_Abu_Dhabi
SAI,46.0,100.227,HARD,29.0,2.0,29.9,18.7,2024_China
ALB,23.0,83.198,HARD,17.0,2.0,38.55,20.7,2024_Australia
ZHO,38.0,82.43,HARD,3.0,3.0,38.55,20.7,2024_Australia
SAR,8.0,86.042,MEDIUM,8.0,1.0,48.650000000000006,29.0,2023_Hungary
HUL,57.0,102.598,INTERMEDIATE,3.0,3.0,39.5,25.3,2023_Monaco
BOT,36.0,84.677,HARD,20.0,2.0,45.1,28.9,2024_Hungary
ALB,11.0,96.232,HARD,4.0,2.0,31.5,25.5,2024_Saudi_Arabia
SAI,49.0,79.52,HARD,13.0,3.0,41.150000000000006,24.1,2024_Spain
ALB,17.0,85.487,HARD,12.0,2.0,48.650000000000006,29.0,2023_Hungary
OCO,31.0,71.737,HARD,12.0,2.0,46.5,29.5,2024_Austria
ALB,42.0,84.572,HARD,11.0,3.0,48.650000000000006,29.0,2023_Hungary
MAG,48.0,93.474,HARD,41.0,2.0,31.5,25.5,2024_Saudi_Arabia
SAI,40.0,80.053,MEDIUM,25.0,2.0,31.75,22.2,2023_Spain
SAR,18.0,115.069,MEDIUM,10.0,2.0,28.2,17.9,2023_Belgium
VER,12.0,97.753,MEDIUM,12.0,2.0,39.0,22.1,2024_Japan
GAS,39.0,83.016,HARD,22.0,2.0,38.55,20.7,2024_Australia
LEC,22.0,84.552,HARD,5.0,2.0,48.650000000000006,29.0,2023_Hungary
HAM,32.0,78.618,MEDIUM,31.0,2.0,47.25,21.6,2024_Monaco
ZHO,18.0,90.973,HARD,5.0,2.0,32.8,26.9,2023_Abu_Dhabi
SAR,36.0,110.236,SOFT,2.0,4.0,28.2,17.9,2023_Belgium
RUS,6.0,95.06,MEDIUM,6.0,1.0,31.5,25.5,2024_Saudi_Arabia
LEC,68.0,76.082,HARD,67.0,2.0,47.25,21.6,2024_Monaco
PIA,50.0,81.863,MEDIUM,4.0,3.0,45.1,28.9,2024_Hungary
OCO,12.0,95.4,HARD,5.0,2.0,31.5,25.5,2024_Saudi_Arabia
HUL,21.0,82.479,MEDIUM,4.0,2.0,38.55,20.7,2024_Australia
VER,13.0,97.03,SOFT,16.0,1.0,23.5,18.2,2024_Bahrain
OCO,38.0,84.224,HARD,8.0,3.0,45.1,28.9,2024_Hungary
OCO,36.0,101.215,INTERMEDIATE,10.0,4.0,25.4,15.9,2024_Britain
ALB,10.0,83.852,HARD,4.0,2.0,38.55,20.7,2024_Australia
ALO,42.0,97.292,HARD,9.0,4.0,39.0,22.1,2024_Japan
HUL,40.0,118.689,HARD,14.0,3.0,30.6,27.1,2023_Bahrain
BOT,50.0,70.146,HARD,10.0,4.0,32.0,22.5,2023_Austria
ALO,12.0,82.904,HARD,13.0,1.0,38.55,20.7,2024_Australia
PER,41.0,123.522,HARD,7.0,3.0,30.6,27.1,2023_Bahrain
PIA,53.0,82.367,MEDIUM,7.0,3.0,45.1,28.9,2024_Hungary
HUL,11.0,75.111,MEDIUM,11.0,1.0,46.5,29.5,2024_Austria
VER,47.0,77.16,MEDIUM,47.0,1.0,39.5,25.3,2023_Monaco
SAI,70.0,69.492,HARD,25.0,4.0,32.0,22.5,2023_Austria
MAG,12.0,85.983,MEDIUM,12.0,1.0,48.650000000000006,29.0,2023_Hungary
LEC,26.0,103.175,MEDIUM,25.0,2.0,39.0,22.1,2024_Japan
TSU,42.0,84.313,HARD,15.0,3.0,41.150000000000006,24.1,2024_Spain
PIA,40.0,98.905,MEDIUM,1.0,3.0,31.75,22.2,2023_Spain
TSU,10.0,84.958,SOFT,10.0,1.0,31.75,22.2,2023_Spain
NOR,40.0,89.243,HARD,7.0,3.0,32.8,26.9,2023_Abu_Dhabi
NOR,62.0,79.43,SOFT,15.0,4.0,31.75,22.2,2023_Spain
NOR,43.0,84.063,HARD,27.0,2.0,45.1,28.9,2024_Hungary
RIC,13.0,85.269,HARD,6.0,2.0,45.1,28.9,2024_Hungary
LEC,3.0,123.609,MEDIUM,3.0,2.0,32.0,22.5,2023_Austria
HAM,36.0,101.289,HARD,15.0,3.0,29.9,18.7,2024_China
SAI,16.0,71.462,MEDIUM,16.0,1.0,46.5,29.5,2024_Austria
STR,10.0,119.726,MEDIUM,1.0,2.0,29.9,18.7,2024_China
LEC,24.0,96.924,HARD,13.0,2.0,23.5,18.2,2024_Bahrain
ALO,65.0,83.714,HARD,22.0,3.0,48.650000000000006,29.0,2023_Hungary
ALO,40.0,95.808,HARD,7.0,4.0,39.0,22.1,2024_Japan
OCO,40.0,82.989,HARD,24.0,3.0,38.55,20.7,2024_Australia
VER,11.0,101.401,MEDIUM,11.0,1.0,29.9,18.7,2024_China
VER,38.0,116.445,SOFT,1.0,3.0,23.5,18.2,2024_Bahrain
STR,48.0,91.745,SOFT,20.0,2.0,29.8,21.5,2023_Britain
ALO,28.0,77.562,HARD,29.0,1.0,39.5,25.3,2023_Monaco
ZHO,35.0,78.586,HARD,34.0,2.0,39.5,25.3,2023_Monaco
SAI,10.0,85.254,SOFT,10.0,1.0,48.650000000000006,29.0,2023_Hungary
LEC,36.0,84.123,HARD,13.0,2.0,45.1,28.9,2024_Hungary
HAM,16.0,94.435,MEDIUM,16.0,1.0,31.5,25.5,2024_Saudi_Arabia
ALB,44.0,97.327,SOFT,4.0,4.0,30.6,27.1,2023_Bahrain
HAM,22.0,94.419,MEDIUM,22.0,1.0,31.5,25.5,2024_Saudi_Arabia
RUS,51.0,88.25,HARD,25.0,2.0,31.3,26.8,2024_Abu_Dhabi
SAI,37.0,80.133,MEDIUM,22.0,2.0,31.75,22.2,2023_Spain
PER,29.0,89.563,HARD,12.0,2.0,32.8,26.9,2023_Abu_Dhabi
SAI,6.0,97.721,MEDIUM,5.0,2.0,39.0,22.1,2024_Japan
SAR,39.0,95.718,MEDIUM,21.0,2.0,31.6,26.0,2023_Saudi_Arabia
STR,51.0,90.026,MEDIUM,12.0,3.0,25.4,15.9,2024_Britain
ALB,38.0,93.673,HARD,31.0,2.0,31.5,25.5,2024_Saudi_Arabia
SAI,64.0,99.306,INTERMEDIATE,9.0,3.0,39.5,25.3,2023_Monaco
GAS,51.0,76.711,MEDIUM,4.0,2.0,39.5,25.3,2023_Monaco
BOT,47.0,78.956,HARD,8.0,3.0,31.75,22.2,2023_Spain
BOT,5.0,96.244,SOFT,5.0,1.0,31.5,25.5,2024_Saudi_Arabia
PIA,10.0,82.049,SOFT,13.0,1.0,41.150000000000006,24.1,2024_Spain
OCO,23.0,80.949,MEDIUM,10.0,2.0,41.150000000000006,24.1,2024_Spain
NOR,34.0,69.755,HARD,11.0,2.0,46.5,29.5,2024_Austria
RIC,57.0,84.113,MEDIUM,31.0,3.0,48.650000000000006,29.0,2023_Hungary
SAI,43.0,100.345,HARD,26.0,2.0,29.9,18.7,2024_China
TSU,61.0,72.473,HARD,17.0,3.0,46.5,29.5,2024_Austria
ALB,52.0,82.184,HARD,25.0,3.0,38.55,20.7,2024_Australia
RUS,57.0,78.29,SOFT,15.0,3.0,31.75,22.2,2023_Spain
PIA,50.0,91.752,HARD,21.0,2.0,29.8,21.5,2023_Britain
VER,57.0,78.127,SOFT,13.0,3.0,41.150000000000006,24.1,2024_Spain
TSU,57.0,83.533,HARD,28.0,2.0,45.1,28.9,2024_Hungary
MAG,12.0,72.223,HARD,10.0,3.0,32.0,22.5,2023_Austria
ALO,57.0,72.992,HARD,23.0,3.0,46.5,29.5,2024_Austria
HAM,52.0,90.146,SOFT,15.0,3.0,25.4,15.9,2024_Britain
SAI,26.0,83.925,HARD,5.0,2.0,45.1,28.9,2024_Hungary
RIC,40.0,114.361,MEDIUM,18.0,3.0,28.2,17.9,2023_Belgium
HUL,11.0,97.638,HARD,10.0,2.0,23.5,18.2,2024_Bahrain
NOR,11.0,91.748,MEDIUM,11.0,1.0,25.4,15.9,2024_Britain
HAM,64.0,69.98,MEDIUM,11.0,3.0,46.5,29.5,2024_Austria
VER,13.0,91.759,MEDIUM,13.0,1.0,25.4,15.9,2024_Britain
PER,43.0,99.607,HARD,20.0,3.0,29.9,18.7,2024_China
SAI,56.0,79.047,HARD,20.0,3.0,41.150000000000006,24.1,2024_Spain
NOR,57.0,80.571,HARD,18.0,3.0,38.55,20.7,2024_Australia
SAR,66.0,70.855,MEDIUM,18.0,4.0,46.5,29.5,2024_Austria
ALB,24.0,80.517,HARD,23.0,2.0,47.25,21.6,2024_Monaco
ALO,7.0,71.712,MEDIUM,10.0,1.0,46.5,29.5,2024_Austria
DEV,19.0,79.234,MEDIUM,19.0,1.0,39.5,25.3,2023_Monaco
BOT,26.0,92.821,HARD,26.0,1.0,32.8,26.9,2023_Abu_Dhabi
ZHO,14.0,112.402,HARD,1.0,2.0,32.8,26.9,2023_Abu_Dhabi
HUL,8.0,97.616,HARD,3.0,3.0,39.0,22.1,2024_Japan
ALO,38.0,109.629,HARD,2.0,3.0,31.3,26.8,2024_Abu_Dhabi
ALB,18.0,98.414,MEDIUM,18.0,1.0,39.5,25.3,2023_Monaco
ALO,5.0,81.289,SOFT,8.0,1.0,31.75,22.2,2023_Spain
BOT,36.0,145.248,SOFT,4.0,2.0,29.8,21.5,2023_Britain
RUS,4.0,91.799,MEDIUM,4.0,1.0,25.4,15.9,2024_Britain
HAM,41.0,70.868,HARD,27.0,3.0,32.0,22.5,2023_Austria
DOO,20.0,90.94,MEDIUM,20.0,1.0,31.3,26.8,2024_Abu_Dhabi
OCO,43.0,77.002,HARD,11.0,2.0,39.5,25.3,2023_Monaco
ALB,15.0,92.265,MEDIUM,15.0,1.0,25.4,15.9,2024_Britain
DEV,33.0,144.933,SOFT,1.0,3.0,29.8,21.5,2023_Britain
ALB,5.0,95.59,MEDIUM,5.0,1.0,31.5,25.5,2024_Saudi_Arabia
VER,51.0,86.21,HARD,28.0,2.0,48.650000000000006,29.0,2023_Hungary
ALO,74.0,87.245,INTERMEDIATE,19.0,3.0,39.5,25.3,2023_Monaco
PIA,22.0,91.169,MEDIUM,22.0,1.0,25.4,15.9,2024_Britain
HAM,44.0,79.121,MEDIUM,20.0,2.0,31.75,22.2,2023_Spain
VER,14.0,97.91,MEDIUM,14.0,2.0,39.0,22.1,2024_Japan
MAG,26.0,83.485,HARD,19.0,2.0,38.55,20.7,2024_Australia
PER,10.0,79.787,HARD,9.0,2.0,39.5,25.3,2023_Monaco
HUL,43.0,96.151,HARD,10.0,4.0,39.0,22.1,2024_Japan
SAR,18.0,85.31,HARD,8.0,2.0,48.650000000000006,29.0,2023_Hungary
PER,28.0,93.025,HARD,10.0,2.0,31.6,26.0,2023_Saudi_Arabia
ALB,14.0,95.181,HARD,7.0,2.0,31.5,25.5,2024_Saudi_Arabia
TSU,29.0,112.147,SOFT,5.0,3.0,28.2,17.9,2023_Belgium
HUL,27.0,87.222,HARD,25.0,2.0,45.1,28.9,2024_Hungary
OCO,29.0,94.582,HARD,13.0,2.0,31.6,26.0,2023_Saudi_Arabia
OCO,18.0,100.737,HARD,17.0,2.0,39.0,22.1,2024_Japan
PIA,42.0,88.454,MEDIUM,1.0,5.0,32.0,22.5,2023_Austria
TSU,47.0,94.282,HARD,30.0,2.0,31.6,26.0,2023_Saudi_Arabia
OCO,47.0,69.967,HARD,7.0,4.0,32.0,22.5,2023_Austria
VER,55.0,69.213,MEDIUM,7.0,3.0,46.5,29.5,2024_Austria
SAI,72.0,89.849,INTERMEDIATE,17.0,3.0,39.5,25.3,2023_Monaco
HUL,57.0,83.971,HARD,28.0,3.0,45.1,28.9,2024_Hungary
OCO,37.0,71.115,HARD,23.0,3.0,32.0,22.5,2023_Austria
SAR,21.0,93.458,MEDIUM,21.0,1.0,29.8,21.5,2023_Britain
HUL,25.0,127.746,SOFT,1.0,3.0,28.2,17.9,2023_Belgium
NOR,32.0,95.478,MEDIUM,13.0,3.0,31.6,26.0,2023_Saudi_Arabia
SAI,24.0,92.77,MEDIUM,24.0,1.0,29.8,21.5,2023_Britain
OCO,36.0,71.036,HARD,22.0,3.0,32.0,22.5,2023_Austria
ZHO,31.0,93.073,HARD,7.0,2.0,29.8,21.5,2023_Britain
HUL,65.0,80.164,HARD,27.0,3.0,41.150000000000006,24.1,2024_Spain
SAI,56.0,98.126,HARD,25.0,3.0,30.6,27.1,2023_Bahrain
RIC,15.0,82.433,SOFT,15.0,1.0,41.150000000000006,24.1,2024_Spain
ALB,52.0,79.39,MEDIUM,15.0,3.0,31.75,22.2,2023_Spain
RIC,48.0,83.762,HARD,6.0,3.0,41.150000000000006,24.1,2024_Spain
GAS,37.0,71.641,HARD,17.0,2.0,46.5,29.5,2024_Austria
PER,15.0,100.038,HARD,2.0,2.0,29.9,18.7,2024_China
ALB,46.0,101.776,HARD,23.0,3.0,29.9,18.7,2024_China
PIA,8.0,95.626,HARD,7.0,2.0,31.6,26.0,2023_Saudi_Arabia
STR,32.0,84.233,MEDIUM,19.0,2.0,45.1,28.9,2024_Hungary
ALO,5.0,90.773,MEDIUM,5.0,1.0,32.8,26.9,2023_Abu_Dhabi
RUS,18.0,94.559,HARD,11.0,2.0,31.5,25.5,2024_Saudi_Arabia
RIC,17.0,114.58,MEDIUM,12.0,2.0,28.2,17.9,2023_Belgium
ALO,45.0,88.238,HARD,9.0,3.0,31.3,26.8,2024_Abu_Dhabi
GAS,38.0,85.413,MEDIUM,24.0,2.0,41.150000000000006,24.1,2024_Spain
ALO,71.0,69.512,MEDIUM,27.0,4.0,32.0,22.5,2023_Austria
GAS,7.0,71.092,MEDIUM,7.0,2.0,32.0,22.5,2023_Austria
